tool,group,dataset,dataset_id,scenario,status,zone_files,updated_zone_file,rr_count,initial_total_ms,incremental_ms,full_update_ms,delta_operations,affected_nodes,wall_ms,detail
Aether,files-100-500,x0.com,files-100-500/x0.com,CNAME_UPDATE,ok,,a-z.x0.com..txt,,121.97400000000002,0.551,,,,,num_lec=2065; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-100-500__x0.com/CNAME_UPDATE/stderr.log
Aether,files-100-500,x10.mx,files-100-500/x10.mx,A_ADD,ok,,1909.x10.mx..txt,,53.637,1.817,,,,,num_lec=724; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-100-500__x10.mx/A_ADD/stderr.log
Aether,files-100-500,x10.mx,files-100-500/x10.mx,A_UPDATE,ok,,1909.x10.mx..txt,,52.334,1.435,,,,,num_lec=723; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-100-500__x10.mx/A_UPDATE/stderr.log
Aether,files-100-500,x10.mx,files-100-500/x10.mx,NS_UPDATE,ok,,1909.x10.mx..txt,,52.06699999999999,0.633,,,,,num_lec=723; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-100-500__x10.mx/NS_UPDATE/stderr.log
Aether,files-100-500,x10.mx,files-100-500/x10.mx,CNAME_UPDATE,ok,,all4god.x10.mx..txt,,51.014,1.149,,,,,num_lec=723; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-100-500__x10.mx/CNAME_UPDATE/stderr.log
Aether,files-100-500,xii.jp,files-100-500/xii.jp,A_ADD,ok,,125.xii.jp..txt,,68.80199999999999,0.919,,,,,num_lec=1457; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-100-500__xii.jp/A_ADD/stderr.log
Aether,files-100-500,xii.jp,files-100-500/xii.jp,A_UPDATE,ok,,125.xii.jp..txt,,68.613,1.2619999999999998,,,,,num_lec=1456; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-100-500__xii.jp/A_UPDATE/stderr.log
Aether,files-100-500,xii.jp,files-100-500/xii.jp,NS_UPDATE,ok,,125.xii.jp..txt,,68.21,0.552,,,,,num_lec=1456; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-100-500__xii.jp/NS_UPDATE/stderr.log
Aether,files-100-500,xii.jp,files-100-500/xii.jp,CNAME_UPDATE,ok,,chiklo.xii.jp..txt,,68.31099999999999,0.737,,,,,num_lec=1456; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-100-500__xii.jp/CNAME_UPDATE/stderr.log
Aether,files-100-500,xitinblog.net,files-100-500/xitinblog.net,A_ADD,ok,,125equity.xitinblog.net..txt,,76.59899999999999,1.146,,,,,num_lec=1345; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-100-500__xitinblog.net/A_ADD/stderr.log
Aether,files-100-500,xitinblog.net,files-100-500/xitinblog.net,A_UPDATE,ok,,125equity.xitinblog.net..txt,,73.793,0.979,,,,,num_lec=1344; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-100-500__xitinblog.net/A_UPDATE/stderr.log
Aether,files-100-500,xitinblog.net,files-100-500/xitinblog.net,NS_UPDATE,ok,,125equity.xitinblog.net..txt,,77.37,1.3569999999999998,,,,,num_lec=1344; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-100-500__xitinblog.net/NS_UPDATE/stderr.log
Aether,files-100-500,xitinblog.net,files-100-500/xitinblog.net,CNAME_UPDATE,skipped,,,,,,,,,,no CNAME record
Aether,files-100-500,xoom.it,files-100-500/xoom.it,A_ADD,ok,,acelocahujerii.xoom.it..txt,,77.821,0.772,,,,,num_lec=1395; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-100-500__xoom.it/A_ADD/stderr.log
Aether,files-100-500,xoom.it,files-100-500/xoom.it,A_UPDATE,ok,,acnm.xoom.it..txt,,76.181,1.365,,,,,num_lec=1394; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-100-500__xoom.it/A_UPDATE/stderr.log
Aether,files-100-500,xoom.it,files-100-500/xoom.it,NS_UPDATE,ok,,acelocahujerii.xoom.it..txt,,81.569,0.532,,,,,num_lec=1394; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-100-500__xoom.it/NS_UPDATE/stderr.log
Aether,files-100-500,xoom.it,files-100-500/xoom.it,CNAME_UPDATE,skipped,,,,,,,,,,no CNAME record
Aether,files-100-500,xsrv.jp,files-100-500/xsrv.jp,A_ADD,ok,,acs.xsrv.jp..txt,,85.42099999999999,0.784,,,,,num_lec=1380; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-100-500__xsrv.jp/A_ADD/stderr.log
Aether,files-100-500,xsrv.jp,files-100-500/xsrv.jp,A_UPDATE,ok,,acs.xsrv.jp..txt,,85.005,0.667,,,,,num_lec=1379; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-100-500__xsrv.jp/A_UPDATE/stderr.log
Aether,files-100-500,xsrv.jp,files-100-500/xsrv.jp,NS_UPDATE,ok,,acs.xsrv.jp..txt,,85.904,0.744,,,,,num_lec=1379; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-100-500__xsrv.jp/NS_UPDATE/stderr.log
Aether,files-100-500,xsrv.jp,files-100-500/xsrv.jp,CNAME_UPDATE,skipped,,,,,,,,,,no CNAME record
Aether,files-100-500,yahoo.com,files-100-500/yahoo.com,A_ADD,ok,,a1.b.yahoo.com..txt,,1588.941,0.63,,,,,num_lec=4927; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-100-500__yahoo.com/A_ADD/stderr.log
Aether,files-100-500,yahoo.com,files-100-500/yahoo.com,A_UPDATE,ok,,a1.b.yahoo.com..txt,,1565.2,0.015,,,,,num_lec=4926; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-100-500__yahoo.com/A_UPDATE/stderr.log
Aether,files-100-500,yahoo.com,files-100-500/yahoo.com,NS_UPDATE,ok,,a1.b.yahoo.com..txt,,1617.209,0.014000000000000002,,,,,num_lec=4926; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-100-500__yahoo.com/NS_UPDATE/stderr.log
Aether,files-100-500,yahoo.com,files-100-500/yahoo.com,CNAME_UPDATE,ok,,a1.b.yahoo.com..txt,,1625.231,0.742,,,,,num_lec=4926; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-100-500__yahoo.com/CNAME_UPDATE/stderr.log
Aether,files-100-500,yale.edu,files-100-500/yale.edu,A_ADD,ok,,acir.yale.edu..txt,,181.499,0.15,,,,,num_lec=1916; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-100-500__yale.edu/A_ADD/stderr.log
Aether,files-100-500,yale.edu,files-100-500/yale.edu,A_UPDATE,ok,,acir.yale.edu..txt,,176.322,0.008,,,,,num_lec=1915; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-100-500__yale.edu/A_UPDATE/stderr.log
Aether,files-100-500,yale.edu,files-100-500/yale.edu,NS_UPDATE,ok,,acir.yale.edu..txt,,239.2,0.007,,,,,num_lec=1915; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-100-500__yale.edu/NS_UPDATE/stderr.log
Aether,files-100-500,yale.edu,files-100-500/yale.edu,CNAME_UPDATE,ok,,alumni.yale.edu..txt,,187.796,0.010000000000000002,,,,,num_lec=1915; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-100-500__yale.edu/CNAME_UPDATE/stderr.log
Aether,files-100-500,yorku.ca,files-100-500/yorku.ca,A_ADD,ok,,abel.yorku.ca..txt,,133.498,0.77,,,,,num_lec=1174; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-100-500__yorku.ca/A_ADD/stderr.log
Aether,files-100-500,yorku.ca,files-100-500/yorku.ca,A_UPDATE,ok,,abel.yorku.ca..txt,,120.98400000000001,1.305,,,,,num_lec=1173; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-100-500__yorku.ca/A_UPDATE/stderr.log
Aether,files-100-500,yorku.ca,files-100-500/yorku.ca,NS_UPDATE,ok,,abel.yorku.ca..txt,,138.941,0.771,,,,,num_lec=1173; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-100-500__yorku.ca/NS_UPDATE/stderr.log
Aether,files-100-500,yorku.ca,files-100-500/yorku.ca,CNAME_UPDATE,ok,,abel.yorku.ca..txt,,147.12099999999998,0.731,,,,,num_lec=1173; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-100-500__yorku.ca/CNAME_UPDATE/stderr.log
Aether,files-100-500,yourfreehosting.net,files-100-500/yourfreehosting.net,A_ADD,ok,,accordion2.yourfreehosting.net..txt,,78.804,1.7959999999999998,,,,,num_lec=1435; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-100-500__yourfreehosting.net/A_ADD/stderr.log
Aether,files-100-500,yourfreehosting.net,files-100-500/yourfreehosting.net,A_UPDATE,ok,,accordion2.yourfreehosting.net..txt,,76.18299999999999,0.869,,,,,num_lec=1434; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-100-500__yourfreehosting.net/A_UPDATE/stderr.log
Aether,files-100-500,yourfreehosting.net,files-100-500/yourfreehosting.net,NS_UPDATE,ok,,accordion2.yourfreehosting.net..txt,,77.14099999999999,0.744,,,,,num_lec=1434; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-100-500__yourfreehosting.net/NS_UPDATE/stderr.log
Aether,files-100-500,yourfreehosting.net,files-100-500/yourfreehosting.net,CNAME_UPDATE,skipped,,,,,,,,,,no CNAME record
Aether,files-100-500,yourprospex.com,files-100-500/yourprospex.com,A_ADD,ok,,aaronwroten.yourprospex.com..txt,,32.413000000000004,0.14100000000000001,,,,,num_lec=528; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-100-500__yourprospex.com/A_ADD/stderr.log
Aether,files-100-500,yourprospex.com,files-100-500/yourprospex.com,A_UPDATE,ok,,aaronwroten.yourprospex.com..txt,,30.532999999999998,0.159,,,,,num_lec=527; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-100-500__yourprospex.com/A_UPDATE/stderr.log
Aether,files-100-500,yourprospex.com,files-100-500/yourprospex.com,NS_UPDATE,ok,,yourprospex.com..txt,,32.492999999999995,0.294,,,,,num_lec=527; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-100-500__yourprospex.com/NS_UPDATE/stderr.log
Aether,files-100-500,yourprospex.com,files-100-500/yourprospex.com,CNAME_UPDATE,skipped,,,,,,,,,,no CNAME record
Aether,files-100-500,za.net,files-100-500/za.net,A_ADD,ok,,17loader.za.net..txt,,341.54,0.832,,,,,num_lec=3320; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-100-500__za.net/A_ADD/stderr.log
Aether,files-100-500,za.net,files-100-500/za.net,A_UPDATE,ok,,17loader.za.net..txt,,302.765,0.641,,,,,num_lec=3319; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-100-500__za.net/A_UPDATE/stderr.log
Aether,files-100-500,za.net,files-100-500/za.net,NS_UPDATE,ok,,17loader.za.net..txt,,309.21900000000005,0.543,,,,,num_lec=3319; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-100-500__za.net/NS_UPDATE/stderr.log
Aether,files-100-500,za.net,files-100-500/za.net,CNAME_UPDATE,ok,,acidmax.za.net..txt,,272.404,0.737,,,,,num_lec=3319; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-100-500__za.net/CNAME_UPDATE/stderr.log
Aether,files-100-500,zgora.pl,files-100-500/zgora.pl,A_ADD,ok,,7liceum.zgora.pl..txt,,130.842,0.12000000000000001,,,,,num_lec=1381; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-100-500__zgora.pl/A_ADD/stderr.log
Aether,files-100-500,zgora.pl,files-100-500/zgora.pl,A_UPDATE,ok,,7liceum.zgora.pl..txt,,112.852,0.007,,,,,num_lec=1380; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-100-500__zgora.pl/A_UPDATE/stderr.log
Aether,files-100-500,zgora.pl,files-100-500/zgora.pl,NS_UPDATE,ok,,7liceum.zgora.pl..txt,,153.079,0.007,,,,,num_lec=1380; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-100-500__zgora.pl/NS_UPDATE/stderr.log
Aether,files-100-500,zgora.pl,files-100-500/zgora.pl,CNAME_UPDATE,ok,,7liceum.zgora.pl..txt,,129.03799999999998,0.056,,,,,num_lec=1380; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-100-500__zgora.pl/CNAME_UPDATE/stderr.log
Aether,files-100-500,zhp.pl,files-100-500/zhp.pl,A_ADD,ok,,1procent.zhp.pl..txt,,60.638999999999996,0.553,,,,,num_lec=956; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-100-500__zhp.pl/A_ADD/stderr.log
Aether,files-100-500,zhp.pl,files-100-500/zhp.pl,A_UPDATE,ok,,1procent.zhp.pl..txt,,67.08999999999999,1.2389999999999999,,,,,num_lec=955; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-100-500__zhp.pl/A_UPDATE/stderr.log
Aether,files-100-500,zhp.pl,files-100-500/zhp.pl,NS_UPDATE,ok,,1procent.zhp.pl..txt,,68.373,0.34700000000000003,,,,,num_lec=955; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-100-500__zhp.pl/NS_UPDATE/stderr.log
Aether,files-100-500,zhp.pl,files-100-500/zhp.pl,CNAME_UPDATE,ok,,akademicy.zhp.pl..txt,,74.032,0.501,,,,,num_lec=955; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-100-500__zhp.pl/CNAME_UPDATE/stderr.log
Aether,files-500-1000,votesp.com,files-500-1000/votesp.com,A_ADD,ok,,1018e.votesp.com..txt,,189.941,0.276,,,,,num_lec=3590; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-500-1000__votesp.com/A_ADD/stderr.log
Aether,files-500-1000,votesp.com,files-500-1000/votesp.com,A_UPDATE,ok,,1018e.votesp.com..txt,,157.926,0.109,,,,,num_lec=3589; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-500-1000__votesp.com/A_UPDATE/stderr.log
Aether,files-500-1000,votesp.com,files-500-1000/votesp.com,NS_UPDATE,ok,,votesp.com..txt,,192.448,0.192,,,,,num_lec=3589; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-500-1000__votesp.com/NS_UPDATE/stderr.log
Aether,files-500-1000,votesp.com,files-500-1000/votesp.com,CNAME_UPDATE,skipped,,,,,,,,,,no CNAME record
Aether,files-500-1000,web.tr,files-500-1000/web.tr,A_ADD,ok,,2k.web.tr..txt,,365.62700000000007,0.216,,,,,num_lec=3654; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-500-1000__web.tr/A_ADD/stderr.log
Aether,files-500-1000,web.tr,files-500-1000/web.tr,A_UPDATE,ok,,2k.web.tr..txt,,364.09899999999993,0.006,,,,,num_lec=3653; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-500-1000__web.tr/A_UPDATE/stderr.log
Aether,files-500-1000,web.tr,files-500-1000/web.tr,NS_UPDATE,ok,,2k.web.tr..txt,,327.54299999999995,0.008,,,,,num_lec=3653; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-500-1000__web.tr/NS_UPDATE/stderr.log
Aether,files-500-1000,web.tr,files-500-1000/web.tr,CNAME_UPDATE,ok,,2k.web.tr..txt,,329.46399999999994,0.117,,,,,num_lec=3653; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-500-1000__web.tr/CNAME_UPDATE/stderr.log
Aether,files-500-1000,weblog.com,files-500-1000/weblog.com,A_ADD,ok,,3cministries.weblog.com..txt,,138.105,0.741,,,,,num_lec=2830; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-500-1000__weblog.com/A_ADD/stderr.log
Aether,files-500-1000,weblog.com,files-500-1000/weblog.com,A_UPDATE,ok,,3cministries.weblog.com..txt,,150.287,0.715,,,,,num_lec=2829; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-500-1000__weblog.com/A_UPDATE/stderr.log
Aether,files-500-1000,weblog.com,files-500-1000/weblog.com,NS_UPDATE,ok,,3cministries.weblog.com..txt,,129.795,0.514,,,,,num_lec=2829; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-500-1000__weblog.com/NS_UPDATE/stderr.log
Aether,files-500-1000,weblog.com,files-500-1000/weblog.com,CNAME_UPDATE,skipped,,,,,,,,,,no CNAME record
Aether,files-500-1000,wisc.edu,files-500-1000/wisc.edu,A_ADD,ok,,333ecm.wisc.edu..txt,,652.9990000000001,0.868,,,,,num_lec=5451; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-500-1000__wisc.edu/A_ADD/stderr.log
Aether,files-500-1000,wisc.edu,files-500-1000/wisc.edu,A_UPDATE,ok,,333ecm.wisc.edu..txt,,568.943,1.411,,,,,num_lec=5450; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-500-1000__wisc.edu/A_UPDATE/stderr.log
Aether,files-500-1000,wisc.edu,files-500-1000/wisc.edu,NS_UPDATE,ok,,333ecm.wisc.edu..txt,,577.55,0.496,,,,,num_lec=5450; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-500-1000__wisc.edu/NS_UPDATE/stderr.log
Aether,files-500-1000,wisc.edu,files-500-1000/wisc.edu,CNAME_UPDATE,error,,,,,,,,,,exit=101; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-500-1000__wisc.edu/CNAME_UPDATE/stderr.log
Aether,files-500-1000,wopert.com,files-500-1000/wopert.com,A_ADD,ok,,0cob9yz.wopert.com..txt,,109.041,0.19999999999999998,,,,,num_lec=2008; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-500-1000__wopert.com/A_ADD/stderr.log
Aether,files-500-1000,wopert.com,files-500-1000/wopert.com,A_UPDATE,ok,,0cob9yz.wopert.com..txt,,94.09500000000001,0.054000000000000006,,,,,num_lec=2007; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-500-1000__wopert.com/A_UPDATE/stderr.log
Aether,files-500-1000,wopert.com,files-500-1000/wopert.com,NS_UPDATE,ok,,wopert.com..txt,,94.272,0.15000000000000002,,,,,num_lec=2007; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-500-1000__wopert.com/NS_UPDATE/stderr.log
Aether,files-500-1000,wopert.com,files-500-1000/wopert.com,CNAME_UPDATE,skipped,,,,,,,,,,no CNAME record
Aether,files-500-1000,wroc.pl,files-500-1000/wroc.pl,A_ADD,ok,,2012.wroc.pl..txt,,755.052,1.134,,,,,num_lec=5024; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-500-1000__wroc.pl/A_ADD/stderr.log
Aether,files-500-1000,wroc.pl,files-500-1000/wroc.pl,A_UPDATE,ok,,2012.wroc.pl..txt,,636.25,0.775,,,,,num_lec=5023; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-500-1000__wroc.pl/A_UPDATE/stderr.log
Aether,files-500-1000,wroc.pl,files-500-1000/wroc.pl,NS_UPDATE,ok,,2012.wroc.pl..txt,,636.062,0.861,,,,,num_lec=5023; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-500-1000__wroc.pl/NS_UPDATE/stderr.log
Aether,files-500-1000,wroc.pl,files-500-1000/wroc.pl,CNAME_UPDATE,ok,,accord.wroc.pl..txt,,647.654,1.036,,,,,num_lec=5023; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-500-1000__wroc.pl/CNAME_UPDATE/stderr.log
Aether,files-500-1000,wroclaw.pl,files-500-1000/wroclaw.pl,A_ADD,ok,,2mserwis.wroclaw.pl..txt,,311.24199999999996,0.179,,,,,num_lec=3249; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-500-1000__wroclaw.pl/A_ADD/stderr.log
Aether,files-500-1000,wroclaw.pl,files-500-1000/wroclaw.pl,A_UPDATE,ok,,2mserwis.wroclaw.pl..txt,,302.655,0.008,,,,,num_lec=3248; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-500-1000__wroclaw.pl/A_UPDATE/stderr.log
Aether,files-500-1000,wroclaw.pl,files-500-1000/wroclaw.pl,NS_UPDATE,ok,,2mserwis.wroclaw.pl..txt,,322.974,0.006,,,,,num_lec=3248; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-500-1000__wroclaw.pl/NS_UPDATE/stderr.log
Aether,files-500-1000,wroclaw.pl,files-500-1000/wroclaw.pl,CNAME_UPDATE,ok,,accent.wroclaw.pl..txt,,346.59299999999996,0.053,,,,,num_lec=3248; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-500-1000__wroclaw.pl/CNAME_UPDATE/stderr.log
Aether,files-500-1000,zp.ua,files-500-1000/zp.ua,A_ADD,ok,,09.zp.ua..txt,,384.03799999999995,0.196,,,,,num_lec=4481; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-500-1000__zp.ua/A_ADD/stderr.log
Aether,files-500-1000,zp.ua,files-500-1000/zp.ua,A_UPDATE,ok,,09.zp.ua..txt,,419.808,0.007,,,,,num_lec=4480; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-500-1000__zp.ua/A_UPDATE/stderr.log
Aether,files-500-1000,zp.ua,files-500-1000/zp.ua,NS_UPDATE,ok,,09.zp.ua..txt,,379.52299999999997,0.008,,,,,num_lec=4480; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-500-1000__zp.ua/NS_UPDATE/stderr.log
Aether,files-500-1000,zp.ua,files-500-1000/zp.ua,CNAME_UPDATE,ok,,afisha.zp.ua..txt,,343.59899999999993,0.012,,,,,num_lec=4480; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-500-1000__zp.ua/CNAME_UPDATE/stderr.log
Aether,files-1000-plus,waw.pl,files-1000-plus/waw.pl,A_ADD,ok,,147break.waw.pl..txt,,1738.08,0.28200000000000003,,,,,num_lec=14869; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-1000-plus__waw.pl/A_ADD/stderr.log
Aether,files-1000-plus,waw.pl,files-1000-plus/waw.pl,A_UPDATE,ok,,147break.waw.pl..txt,,1707.9940000000001,0.008,,,,,num_lec=14868; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-1000-plus__waw.pl/A_UPDATE/stderr.log
Aether,files-1000-plus,waw.pl,files-1000-plus/waw.pl,NS_UPDATE,ok,,147break.waw.pl..txt,,1663.3840000000002,0.009000000000000001,,,,,num_lec=14868; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-1000-plus__waw.pl/NS_UPDATE/stderr.log
Aether,files-1000-plus,waw.pl,files-1000-plus/waw.pl,CNAME_UPDATE,ok,,26lo.waw.pl..txt,,1698.532,0.11800000000000001,,,,,num_lec=14868; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-1000-plus__waw.pl/CNAME_UPDATE/stderr.log
Aether,files-1000-plus,web.id,files-1000-plus/web.id,A_ADD,ok,,4share.web.id..txt,,1816.44,0.266,,,,,num_lec=16071; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-1000-plus__web.id/A_ADD/stderr.log
Aether,files-1000-plus,web.id,files-1000-plus/web.id,A_UPDATE,ok,,4share.web.id..txt,,1845.499,0.008,,,,,num_lec=16070; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-1000-plus__web.id/A_UPDATE/stderr.log
Aether,files-1000-plus,web.id,files-1000-plus/web.id,NS_UPDATE,ok,,4share.web.id..txt,,1780.1360000000002,0.009000000000000001,,,,,num_lec=16070; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-1000-plus__web.id/NS_UPDATE/stderr.log
Aether,files-1000-plus,web.id,files-1000-plus/web.id,CNAME_UPDATE,ok,,a7x.web.id..txt,,1844.363,0.081,,,,,num_lec=16070; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-1000-plus__web.id/CNAME_UPDATE/stderr.log
Aether,files-1000-plus,wp-studio.net,files-1000-plus/wp-studio.net,A_ADD,ok,,007.wp-studio.net..txt,,423.91299999999995,0.9530000000000001,,,,,num_lec=6834; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-1000-plus__wp-studio.net/A_ADD/stderr.log
Aether,files-1000-plus,wp-studio.net,files-1000-plus/wp-studio.net,A_UPDATE,ok,,007.wp-studio.net..txt,,367.926,0.851,,,,,num_lec=6833; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-1000-plus__wp-studio.net/A_UPDATE/stderr.log
Aether,files-1000-plus,wp-studio.net,files-1000-plus/wp-studio.net,NS_UPDATE,ok,,007.wp-studio.net..txt,,368.092,0.733,,,,,num_lec=6833; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-1000-plus__wp-studio.net/NS_UPDATE/stderr.log
Aether,files-1000-plus,wp-studio.net,files-1000-plus/wp-studio.net,CNAME_UPDATE,skipped,,,,,,,,,,no CNAME record
Aether,files-1000-plus,youaremighty.com,files-1000-plus/youaremighty.com,A_ADD,ok,,1337.youaremighty.com..txt,,2176.882,0.9430000000000001,,,,,num_lec=18570; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-1000-plus__youaremighty.com/A_ADD/stderr.log
Aether,files-1000-plus,youaremighty.com,files-1000-plus/youaremighty.com,A_UPDATE,ok,,1337.youaremighty.com..txt,,2207.234,0.793,,,,,num_lec=18569; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-1000-plus__youaremighty.com/A_UPDATE/stderr.log
Aether,files-1000-plus,youaremighty.com,files-1000-plus/youaremighty.com,NS_UPDATE,ok,,1337.youaremighty.com..txt,,2139.5449999999996,0.839,,,,,num_lec=18569; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_all/aether_cases/files-1000-plus__youaremighty.com/NS_UPDATE/stderr.log
Aether,files-1000-plus,youaremighty.com,files-1000-plus/youaremighty.com,CNAME_UPDATE,skipped,,,,,,,,,,no CNAME record
