tool,group,dataset,dataset_id,scenario,status,zone_files,updated_zone_file,rr_count,initial_total_ms,incremental_ms,full_update_ms,delta_operations,affected_nodes,wall_ms,detail
VeriDNS,files-100-500,wo.tc,files-100-500/wo.tc,CNAME_UPDATE,ok,256,noel.wo.tc..txt,3159,161.95788600000006,0.715551,2.427062,2,2,3.20011,
VeriDNS,files-100-500,www.de,files-100-500/www.de,A_ADD,ok,175,131840.kq.bpod.www.de..txt,873,139.59842300000003,0.241269,0.383736,1,0,0.633067,
VeriDNS,files-100-500,www.de,files-100-500/www.de,A_UPDATE,ok,175,131840.kq.bpod.www.de..txt,873,139.59842300000003,0.363196,0.44773,2,4,0.828797,
VeriDNS,files-100-500,www.de,files-100-500/www.de,NS_UPDATE,ok,175,131840.kq.bpod.www.de..txt,873,139.59842300000003,0.452959,0.580979,2,4,1.056645,
VeriDNS,files-100-500,www.de,files-100-500/www.de,CNAME_UPDATE,skipped,,,,,,,,,,no CNAME record
VeriDNS,files-100-500,x-y.net,files-100-500/x-y.net,A_ADD,ok,102,abcenglish.x-y.net..txt,637,55.21621299999999,0.190567,0.464263,1,0,0.662338,
VeriDNS,files-100-500,x-y.net,files-100-500/x-y.net,A_UPDATE,ok,102,abcenglish.x-y.net..txt,637,55.21621299999999,0.391689,0.454892,2,5,0.866911,
VeriDNS,files-100-500,x-y.net,files-100-500/x-y.net,NS_UPDATE,ok,102,abcenglish.x-y.net..txt,637,55.21621299999999,0.390914,0.463167,2,5,0.875038,
VeriDNS,files-100-500,x-y.net,files-100-500/x-y.net,CNAME_UPDATE,skipped,,,,,,,,,,no CNAME record
VeriDNS,files-100-500,x0.com,files-100-500/x0.com,A_ADD,ok,322,0155.x0.com..txt,2015,198.0891520000001,0.149175,0.291292,1,0,0.447172,
VeriDNS,files-100-500,x0.com,files-100-500/x0.com,A_UPDATE,ok,322,0155.x0.com..txt,2015,198.0891520000001,0.341227,0.377649,2,5,0.747132,
VeriDNS,files-100-500,x0.com,files-100-500/x0.com,NS_UPDATE,ok,322,0155.x0.com..txt,2015,198.0891520000001,0.336428,0.503396,2,5,0.858096,
VeriDNS,files-100-500,x0.com,files-100-500/x0.com,CNAME_UPDATE,ok,322,a-z.x0.com..txt,2015,198.0891520000001,0.708169,1.972394,2,6,2.709692,
VeriDNS,files-100-500,x10.mx,files-100-500/x10.mx,A_ADD,ok,107,1909.x10.mx..txt,746,128.651717,0.188296,0.387594,1,0,0.583481,
VeriDNS,files-100-500,x10.mx,files-100-500/x10.mx,A_UPDATE,ok,107,1909.x10.mx..txt,746,128.651717,0.401555,0.594135,2,5,1.015189,
VeriDNS,files-100-500,x10.mx,files-100-500/x10.mx,NS_UPDATE,ok,107,1909.x10.mx..txt,746,128.651717,0.509119,0.625132,2,5,1.158965,
VeriDNS,files-100-500,x10.mx,files-100-500/x10.mx,CNAME_UPDATE,ok,107,all4god.x10.mx..txt,746,128.651717,0.524766,1.24177,2,7,1.793885,
VeriDNS,files-100-500,xii.jp,files-100-500/xii.jp,A_ADD,ok,240,125.xii.jp..txt,1458,130.42353099999994,0.188949,0.38066,1,0,0.577074,
VeriDNS,files-100-500,xii.jp,files-100-500/xii.jp,A_UPDATE,ok,240,125.xii.jp..txt,1458,130.42353099999994,0.39248,0.448718,2,5,0.861053,
VeriDNS,files-100-500,xii.jp,files-100-500/xii.jp,NS_UPDATE,ok,240,125.xii.jp..txt,1458,130.42353099999994,0.442443,0.528652,2,5,0.990258,
VeriDNS,files-100-500,xii.jp,files-100-500/xii.jp,CNAME_UPDATE,ok,240,chiklo.xii.jp..txt,1458,130.42353099999994,0.597983,1.840279,2,6,2.466018,
VeriDNS,files-100-500,xitinblog.net,files-100-500/xitinblog.net,A_ADD,ok,269,125equity.xitinblog.net..txt,1343,164.59306200000012,0.189855,0.408604,1,0,0.607147,
VeriDNS,files-100-500,xitinblog.net,files-100-500/xitinblog.net,A_UPDATE,ok,269,125equity.xitinblog.net..txt,1343,164.59306200000012,0.367974,0.449096,2,4,0.835164,
VeriDNS,files-100-500,xitinblog.net,files-100-500/xitinblog.net,NS_UPDATE,ok,269,125equity.xitinblog.net..txt,1343,164.59306200000012,0.424446,0.55072,2,4,0.999932,
VeriDNS,files-100-500,xitinblog.net,files-100-500/xitinblog.net,CNAME_UPDATE,skipped,,,,,,,,,,no CNAME record
VeriDNS,files-100-500,xoom.it,files-100-500/xoom.it,A_ADD,ok,281,acelocahujerii.xoom.it..txt,1451,192.4670579999999,0.16383,0.35993,1,0,0.530773,
VeriDNS,files-100-500,xoom.it,files-100-500/xoom.it,A_UPDATE,ok,281,acnm.xoom.it..txt,1451,192.4670579999999,0.582943,0.903589,2,4,1.520121,
VeriDNS,files-100-500,xoom.it,files-100-500/xoom.it,NS_UPDATE,ok,281,acelocahujerii.xoom.it..txt,1451,192.4670579999999,0.39841,0.526807,2,3,0.945706,
VeriDNS,files-100-500,xoom.it,files-100-500/xoom.it,CNAME_UPDATE,skipped,,,,,,,,,,no CNAME record
VeriDNS,files-100-500,xsrv.jp,files-100-500/xsrv.jp,A_ADD,ok,167,acs.xsrv.jp..txt,2227,108.016801,0.200826,0.467853,1,0,0.677297,
VeriDNS,files-100-500,xsrv.jp,files-100-500/xsrv.jp,A_UPDATE,ok,167,acs.xsrv.jp..txt,2227,108.016801,0.413557,0.464996,2,6,0.897512,
VeriDNS,files-100-500,xsrv.jp,files-100-500/xsrv.jp,NS_UPDATE,ok,167,acs.xsrv.jp..txt,2227,108.016801,0.481804,0.551011,2,6,1.054385,
