group,dataset,dataset_id,category,scenario,aether_incremental_ms,veridns_incremental_ms,veridns_full_update_ms,incremental_speedup,full_update_speedup,veridns_matches_aether
files-100-500,wayport.net,files-100-500/wayport.net,delegation-heavy,NS_UPDATE,0.008,0.209134,0.201496,26.14175,25.187,False
files-100-500,wayport.net,files-100-500/wayport.net,delegation-heavy,CNAME_UPDATE,0.048,0.550673,0.53781,11.472354166666666,11.204375,False
files-100-500,wblogin.com,files-100-500/wblogin.com,delegation-heavy,A_ADD,0.291,0.174319,0.161191,0.5990343642611684,0.5539209621993127,True
files-100-500,wblogin.com,files-100-500/wblogin.com,delegation-heavy,A_UPDATE,0.188,0.154936,0.20712,0.824127659574468,1.1017021276595744,True
files-100-500,wblogin.com,files-100-500/wblogin.com,delegation-heavy,NS_UPDATE,0.191,0.204732,0.186827,1.0718952879581152,0.9781518324607329,False
files-100-500,wcpss.net,files-100-500/wcpss.net,rewrite-heavy,A_ADD,0.094,0.208116,0.194926,2.214,2.0736808510638296,True
files-100-500,wcpss.net,files-100-500/wcpss.net,rewrite-heavy,A_UPDATE,0.006,0.16465,0.153298,27.441666666666663,25.549666666666663,True
files-100-500,wcpss.net,files-100-500/wcpss.net,rewrite-heavy,NS_UPDATE,0.005,0.259467,0.222368,51.8934,44.4736,False
files-100-500,webd.pl,files-100-500/webd.pl,rewrite-heavy,A_ADD,0.745,0.745801,0.706102,1.001075167785235,0.9477879194630873,False
files-100-500,webd.pl,files-100-500/webd.pl,rewrite-heavy,A_UPDATE,0.499,0.578207,0.502105,1.1587314629258518,1.0062224448897796,False
files-100-500,webd.pl,files-100-500/webd.pl,rewrite-heavy,NS_UPDATE,0.545,0.541791,0.505611,0.9941119266055045,0.9277266055045872,False
files-100-500,webd.pl,files-100-500/webd.pl,rewrite-heavy,CNAME_UPDATE,0.536,0.594913,0.572872,1.1099123134328357,1.0687910447761195,False
files-100-500,webng.com,files-100-500/webng.com,delegation-heavy,A_ADD,0.4,0.244878,0.196582,0.612195,0.491455,True
files-100-500,webng.com,files-100-500/webng.com,delegation-heavy,A_UPDATE,0.169,0.161065,0.151975,0.9530473372781065,0.8992603550295857,True
files-100-500,webng.com,files-100-500/webng.com,delegation-heavy,NS_UPDATE,0.396,0.42206,0.458892,1.0658080808080808,1.1588181818181817,False
files-100-500,webself.net,files-100-500/webself.net,delegation-heavy,A_ADD,0.281,0.197775,0.255326,0.7038256227758006,0.9086334519572953,True
files-100-500,webself.net,files-100-500/webself.net,delegation-heavy,A_UPDATE,0.19,0.175488,0.160017,0.923621052631579,0.8421947368421052,True
files-100-500,webself.net,files-100-500/webself.net,delegation-heavy,NS_UPDATE,0.29200000000000004,0.246948,0.287117,0.8457123287671232,0.9832773972602739,False
files-100-500,website-start.de,files-100-500/website-start.de,delegation-heavy,A_ADD,0.739,0.216677,0.189259,0.2932029769959405,0.25610148849797026,True
files-100-500,website-start.de,files-100-500/website-start.de,delegation-heavy,A_UPDATE,0.527,0.232212,0.177115,0.44062998102466794,0.3360815939278937,True
files-100-500,website-start.de,files-100-500/website-start.de,delegation-heavy,NS_UPDATE,0.553,0.22589,0.192848,0.40848101265822784,0.3487305605786618,False
files-100-500,webwealth.us,files-100-500/webwealth.us,delegation-heavy,A_ADD,0.306,0.19687,0.177761,0.6433660130718954,0.5809183006535948,True
files-100-500,webwealth.us,files-100-500/webwealth.us,delegation-heavy,A_UPDATE,0.192,0.183017,0.162122,0.9532135416666667,0.8443854166666666,True
files-100-500,webwealth.us,files-100-500/webwealth.us,delegation-heavy,NS_UPDATE,0.22699999999999998,0.238356,0.214003,1.0500264317180619,0.9427444933920706,False
files-100-500,wednet.edu,files-100-500/wednet.edu,delegation-heavy,A_ADD,0.694,0.367,0.287857,0.5288184438040346,0.4147795389048991,True
