tool,group,dataset,dataset_id,scenario,status,zone_files,updated_zone_file,rr_count,initial_total_ms,incremental_ms,full_update_ms,properties,initial_property_pass,incremental_property_pass,initial_errors,incremental_errors,detail
Aether,files-100-500,wcpss.net,files-100-500/wcpss.net,NS_UPDATE,ok,,aldertrootes.wcpss.net..txt,,20.330000000000002,0.005,,hops|rewrites|lame_delegation|rewrite_blackholing|rewrite_loop|delegation_consistency,true,true,,,num_lec=245; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_property_files_100_500/aether_cases/files-100-500__wcpss.net/NS_UPDATE/stderr.log
Aether,files-100-500,wcpss.net,files-100-500/wcpss.net,CNAME_UPDATE,error,,,,,,,hops|rewrites|lame_delegation|rewrite_blackholing|rewrite_loop|delegation_consistency,,,,,exit=101; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_property_files_100_500/aether_cases/files-100-500__wcpss.net/CNAME_UPDATE/stderr.log
Aether,files-100-500,webd.pl,files-100-500/webd.pl,A_ADD,ok,,1lokrasnystaw.webd.pl..txt,,146.218,0.745,,hops|rewrites|lame_delegation|rewrite_blackholing|rewrite_loop|delegation_consistency,false,true,lame_delegation|rewrites,,num_lec=2242; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_property_files_100_500/aether_cases/files-100-500__webd.pl/A_ADD/stderr.log
Aether,files-100-500,webd.pl,files-100-500/webd.pl,A_UPDATE,ok,,1lokrasnystaw.webd.pl..txt,,151.936,0.499,,hops|rewrites|lame_delegation|rewrite_blackholing|rewrite_loop|delegation_consistency,false,true,lame_delegation|rewrites,,num_lec=2241; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_property_files_100_500/aether_cases/files-100-500__webd.pl/A_UPDATE/stderr.log
Aether,files-100-500,webd.pl,files-100-500/webd.pl,NS_UPDATE,ok,,1lokrasnystaw.webd.pl..txt,,130.755,0.545,,hops|rewrites|lame_delegation|rewrite_blackholing|rewrite_loop|delegation_consistency,false,true,lame_delegation|rewrites,,num_lec=2241; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_property_files_100_500/aether_cases/files-100-500__webd.pl/NS_UPDATE/stderr.log
Aether,files-100-500,webd.pl,files-100-500/webd.pl,CNAME_UPDATE,ok,,1lokrasnystaw.webd.pl..txt,,139.884,0.536,,hops|rewrites|lame_delegation|rewrite_blackholing|rewrite_loop|delegation_consistency,false,true,lame_delegation|rewrites,,num_lec=2241; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_property_files_100_500/aether_cases/files-100-500__webd.pl/CNAME_UPDATE/stderr.log
Aether,files-100-500,webng.com,files-100-500/webng.com,A_ADD,ok,,a7lajram.webng.com..txt,,51.064,0.4,,hops|rewrites|lame_delegation|rewrite_blackholing|rewrite_loop|delegation_consistency,true,true,,,num_lec=824; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_property_files_100_500/aether_cases/files-100-500__webng.com/A_ADD/stderr.log
Aether,files-100-500,webng.com,files-100-500/webng.com,A_UPDATE,ok,,a7lajram.webng.com..txt,,41.614,0.169,,hops|rewrites|lame_delegation|rewrite_blackholing|rewrite_loop|delegation_consistency,true,true,,,num_lec=823; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_property_files_100_500/aether_cases/files-100-500__webng.com/A_UPDATE/stderr.log
Aether,files-100-500,webng.com,files-100-500/webng.com,NS_UPDATE,ok,,webng.com..txt,,44.109,0.396,,hops|rewrites|lame_delegation|rewrite_blackholing|rewrite_loop|delegation_consistency,true,true,,,num_lec=823; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_property_files_100_500/aether_cases/files-100-500__webng.com/NS_UPDATE/stderr.log
Aether,files-100-500,webng.com,files-100-500/webng.com,CNAME_UPDATE,skipped,,,,,,,hops|rewrites|lame_delegation|rewrite_blackholing|rewrite_loop|delegation_consistency,,,,,no CNAME record
Aether,files-100-500,webself.net,files-100-500/webself.net,A_ADD,ok,,aspnetdevelopment.webself.net..txt,,87.72200000000001,0.281,,hops|rewrites|lame_delegation|rewrite_blackholing|rewrite_loop|delegation_consistency,true,true,,,num_lec=1328; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_property_files_100_500/aether_cases/files-100-500__webself.net/A_ADD/stderr.log
Aether,files-100-500,webself.net,files-100-500/webself.net,A_UPDATE,ok,,aspnetdevelopment.webself.net..txt,,79.061,0.19,,hops|rewrites|lame_delegation|rewrite_blackholing|rewrite_loop|delegation_consistency,true,true,,,num_lec=1327; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_property_files_100_500/aether_cases/files-100-500__webself.net/A_UPDATE/stderr.log
