add type,check_flag,check info,check time(ns),check time and rr(ns)
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),100394,163833
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),27741,39119
QueryType.CNAME,True,,24219,32747
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),18390,25430
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),20120,26719
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),16655,22943
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15364,21440
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),18541,24091
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),15521,21193
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),17590,23372
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),14418,19766
QueryType.CNAME,True,,17513,23078
QueryType.CNAME,True,,16403,21976
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16284,21629
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16744,22202
QueryType.CNAME,True,,13450,18426
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15078,19823
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),17205,22481
QueryType.CNAME,True,,18648,23813
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14325,19598
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),17508,22670
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),14837,19799
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16587,21908
QueryType.CNAME,True,,14410,21457
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14318,19714
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),18761,24306
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14635,21051
QueryType.CNAME,True,,13902,19326
QueryType.CNAME,True,,15856,20809
QueryType.CNAME,True,,13297,18472
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16311,21197
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14653,19791
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),16973,21959
QueryType.CNAME,True,,15302,20711
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),14696,19629
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16345,21665
QueryType.CNAME,True,,14375,19716
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15568,20557
QueryType.CNAME,True,,18720,23928
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),20035,25392
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16013,21334
QueryType.CNAME,True,,13788,19046
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),13820,18718
QueryType.CNAME,True,,16173,21597
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),14479,19964
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),14433,19810
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),22068,27473
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14995,20780
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16756,22176
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14462,19645
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),13473,18528
QueryType.CNAME,True,,16054,21230
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14029,19154
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),18194,24335
QueryType.CNAME,True,,14129,19509
QueryType.CNAME,True,,13380,18246
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16871,21823
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),14150,19204
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15525,20550
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14036,19072
QueryType.CNAME,True,,15168,20139
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),17185,22097
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),14466,19484
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),15727,20599
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14264,19424
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),13864,18926
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),15950,21235
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16448,24409
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14673,19745
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15653,20654
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),13619,18547
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),248331,253698
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),22106,35398
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14694,20163
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),19364,24843
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14671,19911
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),18658,23602
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),14046,19780
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14713,19824
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16011,21316
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),15370,21595
QueryType.CNAME,True,,20266,25627
QueryType.CNAME,True,,20711,26194
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15149,20321
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16306,21263
QueryType.CNAME,True,,13937,19296
QueryType.CNAME,True,,16151,21140
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),14884,20206
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16171,21255
QueryType.CNAME,True,,15391,20526
QueryType.CNAME,True,,13145,18647
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),15384,20998
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),18460,23602
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),14128,19325
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),16369,21443
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),17125,22248
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),16081,21380
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),17561,22842
QueryType.CNAME,True,,12932,18327
QueryType.CNAME,True,,20989,25908
QueryType.CNAME,True,,12961,18326
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14366,19436
QueryType.CNAME,True,,17390,22419
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),15233,20205
QueryType.CNAME,True,,14843,19758
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),14316,19436
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),14616,20588
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),24855,30067
QueryType.CNAME,True,,13563,18848
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),18798,24641
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),14224,21175
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14052,19449
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16675,21805
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),14387,19501
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),13977,19175
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15649,20531
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16209,21239
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),16713,22000
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14136,19259
QueryType.CNAME,True,,12937,18248
QueryType.CNAME,True,,15003,19891
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),14747,19786
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),15530,20577
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),15577,20702
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),13851,18926
QueryType.CNAME,True,,14547,19579
QueryType.CNAME,True,,13068,18421
QueryType.CNAME,True,,14976,19861
QueryType.CNAME,True,,12993,17987
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14950,19861
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),17717,22595
QueryType.CNAME,True,,13002,18158
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16331,21298
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),14599,20425
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14227,19148
QueryType.CNAME,True,,15329,20390
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15009,20135
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16706,21742
QueryType.CNAME,True,,15824,20708
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14492,19489
QueryType.CNAME,True,,14610,19295
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),13852,19045
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14583,19515
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16082,21140
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),16216,21273
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),22820,27791
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15826,21076
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14724,20163
QueryType.CNAME,True,,26777,31662
QueryType.CNAME,True,,13544,18759
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),16859,21761
QueryType.CNAME,True,,18077,23482
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14779,20089
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16055,21399
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),13731,21140
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),16609,21619
QueryType.CNAME,True,,13576,18499
QueryType.CNAME,True,,12557,17409
QueryType.CNAME,True,,17029,21906
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),13989,19074
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),14514,20736
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),17028,21902
QueryType.CNAME,True,,12789,17649
QueryType.CNAME,True,,14862,19810
QueryType.CNAME,True,,13107,18300
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),16097,21111
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),17202,22292
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),22616,27873
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),16246,21004
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),15092,20261
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),14101,19172
QueryType.CNAME,True,,15508,20422
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16459,21495
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),16463,21967
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14841,20121
QueryType.CNAME,True,,13148,18230
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16231,21114
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),14047,19355
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15501,20640
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),16249,21565
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),13652,18678
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15717,20863
QueryType.CNAME,True,,13027,18074
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),14241,19370
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15676,20769
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),13714,18897
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),17759,23502
QueryType.CNAME,True,,13229,18336
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),13820,18666
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),15775,20553
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14168,19113
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),15776,20984
QueryType.CNAME,True,,13089,17985
QueryType.CNAME,True,,15347,20612
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),15861,20918
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14023,19191
QueryType.CNAME,True,,17372,23035
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14705,20222
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14229,21746
QueryType.CNAME,True,,15114,20318
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),17687,22608
QueryType.CNAME,True,,22671,27578
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),13800,18622
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14615,19908
QueryType.CNAME,True,,14778,19677
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),13808,18865
QueryType.CNAME,True,,12970,18058
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),19555,24384
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),14199,19230
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),15878,21585
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14434,19372
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),14014,18924
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),16354,21094
QueryType.CNAME,True,,13108,18944
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),17456,22158
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),13933,19062
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16712,21598
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15632,20776
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),13268,18066
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15167,20148
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),13742,18712
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15884,20789
QueryType.CNAME,True,,14426,19178
QueryType.CNAME,True,,13321,18315
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16062,21234
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),25781,30936
QueryType.CNAME,True,,13396,18288
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),16046,21138
QueryType.CNAME,True,,14804,20273
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),13982,19091
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15966,21053
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14078,19353
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15825,21060
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),13895,19535
QueryType.CNAME,True,,13290,18363
QueryType.CNAME,True,,16743,22074
QueryType.CNAME,True,,12578,17686
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),16544,21696
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),14282,19413
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),13895,19876
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15730,21053
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14791,22097
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),17791,22884
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15483,20974
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14360,19157
QueryType.CNAME,True,,16027,20906
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),16048,21352
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),16029,21517
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),13672,19300
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15597,20723
QueryType.CNAME,True,,18470,23950
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),14755,19909
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14060,18912
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15286,20269
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),13224,18289
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),18024,23270
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16387,21568
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),14176,19260
QueryType.CNAME,True,,16718,21539
QueryType.CNAME,True,,13326,18509
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16462,21254
QueryType.CNAME,True,,13584,18762
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),13992,19110
QueryType.CNAME,True,,17179,22123
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),13927,18786
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16958,21823
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),14262,20581
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),13846,19310
QueryType.CNAME,True,,15175,20020
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),15172,20458
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),17872,23069
QueryType.CNAME,True,,13518,18520
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14577,19272
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),16910,21734
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),13580,18806
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),13161,18141
QueryType.CNAME,True,,14933,19901
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16250,21723
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),16403,21584
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14126,19206
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),13825,18870
QueryType.CNAME,True,,14211,21896
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14305,21118
QueryType.CNAME,True,,15795,21266
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),15891,20955
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),14562,19483
QueryType.CNAME,True,,15223,20303
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),14079,18996
QueryType.CNAME,True,,14902,20053
QueryType.CNAME,True,,12560,17587
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14245,19295
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),18507,23462
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),13693,19061
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),15837,21968
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),13863,19090
QueryType.CNAME,True,,13932,19541
QueryType.CNAME,True,,25254,30598
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14976,20499
QueryType.CNAME,True,,15762,21336
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16483,21771
QueryType.CNAME,True,,17479,22738
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),17331,22411
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),25229,30730
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),14761,20068
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),15781,20928
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16853,21842
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),16944,21806
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),13704,18901
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),13992,18978
QueryType.CNAME,True,,15408,20747
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15137,20185
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15686,21180
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),15798,20878
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),14355,19441
QueryType.CNAME,True,,15035,19992
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),14353,19479
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15299,20555
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),13853,18948
QueryType.CNAME,True,,13125,18367
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),17422,22422
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14044,19748
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),14035,19016
QueryType.CNAME,True,,15270,20380
QueryType.CNAME,False,current zone file no such domain for asdasdadsasda.xmu.com. (NXDOMAIN),13626,18846
QueryType.CNAME,True,,15289,20362
QueryType.CNAME,True,,12434,17431
QueryType.CNAME,False,current zone file no such domain for asdwsedefgh.xmu.com. (NXDOMAIN),15954,20769
